Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Metrics/S2C_LossLast,Metrics/S2C_Updates,Value/alpha,Metrics/LagrangeMultiplier
0.5116212368011475,33.5,1000.0,-24.15084457397461,15.0,1000.0,0.0,0.0003000000142492354,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.476461410522461,8.806697845458984,0.0017545223236083984,6.667816162109375,15.476456642150879,129.22854614257812,0.0,0.0,0.19999998807907104,0.0010000000474974513
0.35484856367111206,32.25,1000.0,-23.03630828857422,14.0,1000.0,1.0,0.0003000000142492354,3951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.037548065185547,9.018967628479004,0.0017292499542236328,5.527768135070801,14.548646926879883,137.46983337402344,0.0,0.0,0.19999998807907104,0.0010000000474974513
0.46581777930259705,21.5,1000.0,-23.464439392089844,13.666666984558105,1000.0,2.0,0.0003000000142492354,5951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.49032211303711,8.795928001403809,0.0016977787017822266,5.641826629638672,14.439640045166016,138.5076141357422,0.0,0.0,0.19999998807907104,0.0010000000474974513
0.3939826488494873,17.0,1000.0,-23.346364974975586,13.75,1000.0,3.0,0.0003000000142492354,7951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.24797821044922,9.347830772399902,0.0017895698547363281,5.394866466522217,14.744684219360352,135.64212036132812,0.0,0.0,0.19999998807907104,0.0010000000474974513
0.2974877953529358,82.5,1000.0,-23.273740768432617,14.800000190734863,1000.0,4.0,0.0003000000142492354,9951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.56755828857422,8.813333511352539,0.001691579818725586,5.490671157836914,14.305885314941406,139.8026123046875,0.0,0.0,0.19999998807907104,0.0010000000474974513
0.163560688495636,68.75,1000.0,-24.242286682128906,12.333333015441895,1000.0,5.0,0.0003000000142492354,11951.0,-1.2064361572265625,-1.2064361572265625,0.005726878996938467,0.005726878996938467,0.9393723607063293,0.41022762656211853,0.41022762656211853,0.7056398391723633,121.27051544189453,9.626441955566406,32.6334228515625,5.429253101348877,47.68936538696289,41.938072204589844,0.0,0.0,0.20000001788139343,0.0010000000474974513
0.07327140867710114,75.0,1000.0,-20.777545928955078,10.571428298950195,1000.0,6.0,0.0003000000142492354,13951.0,-2.4410459995269775,-1.234609842300415,0.0027967526111751795,-0.0029301263857632875,2.1734211444854736,0.28597310185432434,-0.12425452470779419,1.232151746749878,169.2701416015625,9.31114387512207,33.50506591796875,5.169016361236572,47.98546600341797,41.679290771484375,0.0,0.0,0.20000001788139343,0.0010000000474974513
0.0025187358260154724,86.0625,1000.0,-19.815340042114258,12.375,1000.0,7.0,0.0003000000142492354,15951.0,-3.6246337890625,-1.1835877895355225,0.0026497116778045893,-0.0001470409333705902,3.3581981658935547,0.6175065040588379,0.33153340220451355,1.714074969291687,216.32957458496094,9.083809852600098,32.5342903137207,5.427350997924805,47.04567337036133,42.511878967285156,0.0,0.0,0.20000001788139343,0.0010000000474974513
0.042804818600416183,85.72222137451172,1000.0,-18.01877212524414,14.88888931274414,1000.0,8.0,0.0003000000142492354,17951.0,-4.757553577423096,-1.1329197883605957,0.0026491598691791296,-5.51808625459671e-07,4.492794036865234,0.8467950820922852,0.22928857803344727,2.193178176879883,266.06158447265625,9.547054290771484,34.35676574707031,5.813376426696777,49.71742248535156,40.22734832763672,0.0,0.0,0.20000001788139343,0.0010000000474974513
0.05265292525291443,77.1500015258789,1000.0,-16.3836727142334,13.399999618530273,1000.0,9.0,0.0003000000142492354,19951.0,-5.836200714111328,-1.0786471366882324,0.0025870485696941614,-6.211129948496819e-05,5.573156356811523,1.1844018697738647,0.3376067876815796,2.4135196208953857,316.18438720703125,9.686697959899902,34.90683364868164,5.508149147033691,50.10191345214844,39.918636322021484,1.6524723768234253,0.5,0.20000001788139343,0.0010000000474974513
