Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/S2C_LossLast,Metrics/S2C_Updates,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.5448428988456726,67.4000015258789,1000.0,0.0,1.4174364805221558,0.0152999646961689,40.0,0.9982833862304688,0.9982833862304688,0.9982833862304688,0.01809091679751873,0.00029399999766610563,0.9985031485557556,20000.0,-0.013855512253940105,-0.013855512253940105,0.012026917189359665,0.004390225280076265,0.004390225280076265,0.04186767712235451,1.799941062927246,1.799941062927246,-0.021252604201436043,170.86483764648438,83.06160736083984,87.8028564453125,170.864501953125,117.05181121826172,2.154817581176758,60.79999923706055,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
-0.5686124563217163,51.474998474121094,1000.0,1.0,1.403557300567627,0.023519393056631088,38.0,1.0006991624832153,1.0006991624832153,1.0006991624832153,0.021412547677755356,0.0002880000101868063,0.9847689270973206,40000.0,-0.01998552307486534,-0.006130010820925236,0.03750288486480713,0.003939762711524963,-0.00045046256855130196,0.06002366915345192,0.7360844612121582,-1.063856601715088,1.3120392560958862,354.1830749511719,87.85165405273438,95.43157958984375,183.2832794189453,109.12069702148438,2.4624760150909424,256.0,0.07026444375514984,0.07026444375514984,0.07026444375514984,0.0
-0.2718680500984192,66.73999786376953,1000.0,2.0,1.386569619178772,0.02242639660835266,19.0,0.9992398023605347,0.9992398023605347,0.9992398023605347,0.021328961476683617,0.00028199999360367656,0.9681804180145264,60000.0,-0.01908969320356846,0.0008958298712968826,-0.03190553933382034,0.004194245673716068,0.0002544829621911049,0.07062957435846329,2.286895751953125,1.5508112907409668,1.9400720596313477,511.9601135253906,107.15778350830078,50.57737731933594,157.73521423339844,126.79476928710938,2.2149078845977783,456.0,0.10491520166397095,0.10491520166397095,0.10491520166397095,0.0
0.22510015964508057,67.23999786376953,1000.0,3.0,1.367155909538269,0.021151022985577583,7.0,0.9993717670440674,0.9993717670440674,0.9993717670440674,0.0216697808355093,0.00027600000612437725,0.9495826959609985,80000.0,-0.014398889616131783,0.004690803587436676,-0.10511402785778046,0.005665392614901066,0.0014711469411849976,0.031835656613111496,2.58410382270813,0.2972080707550049,3.877506971359253,616.2835083007812,91.0020523071289,13.287544250488281,104.28964233398438,191.77359008789062,1.950608253479004,656.0,0.13977429270744324,0.13977429270744324,0.13977429270744324,0.0
0.46942222118377686,87.16000366210938,1000.0,4.0,1.3506189584732056,0.021499337628483772,27.0,1.0000178813934326,1.0000178813934326,1.0000178813934326,0.02150331437587738,0.0002699999895412475,0.9339689016342163,100000.0,-0.023386716842651367,-0.008987827226519585,0.6588550806045532,0.004457252100110054,-0.0012081405147910118,0.02076115645468235,3.293206214904785,0.7091023921966553,4.289101600646973,761.6112670898438,93.36511993408203,51.94059371948242,145.30575561523438,137.6407928466797,1.688513159751892,856.0,0.1748408079147339,0.1748408079147339,0.1748408079147339,0.0
0.7693268656730652,103.73999786376953,1000.0,5.0,1.3344478607177734,0.02485995553433895,15.0,0.9978761076927185,0.9978761076927185,0.9978761076927185,0.019992578774690628,0.0002640000020619482,0.918987512588501,120000.0,-0.02021734043955803,0.003169376403093338,-0.04749061167240143,0.004008248448371887,-0.0004490036517381668,0.06002803519368172,4.092342853546143,0.7991366386413574,7.481925964355469,890.3432006835938,96.34288787841797,32.360652923583984,128.70358276367188,155.3958282470703,1.4578087329864502,1056.0,0.21006280183792114,0.21006280183792114,0.21006280183792114,0.0
1.102421760559082,104.91999816894531,1000.0,6.0,1.3255380392074585,0.024660229682922363,15.0,0.9984892010688782,0.9984892010688782,0.9984892010688782,0.019230064004659653,0.0002579999854788184,0.9108331799507141,140000.0,-0.018567483872175217,0.0016498565673828125,0.09271829575300217,0.00695393793284893,0.002945689484477043,0.045078568160533905,3.273432731628418,-0.8189101219177246,7.839416980743408,1019.7379760742188,98.20501708984375,31.164386749267578,129.36944580078125,154.59600830078125,1.2799242734909058,1256.0,0.2455618530511856,0.2455618530511856,0.2455618530511856,0.0
1.3911480903625488,101.5,1000.0,7.0,1.3158056735992432,0.020273208618164062,28.0,0.9989429712295532,0.9989429712295532,0.9989429712295532,0.019513163715600967,0.0002519999979995191,0.9020166397094727,160000.0,-0.024100199341773987,-0.00553271546959877,-0.15383924543857574,0.007789164315909147,0.0008352263830602169,0.029613886028528214,3.2790515422821045,0.0056188106536865234,8.785611152648926,1179.018310546875,99.41010284423828,59.845001220703125,159.25515747070312,125.58463287353516,1.1277586221694946,1456.0,0.2812959849834442,0.2812959849834442,0.2812959849834442,0.0
1.9583680629730225,105.4800033569336,1000.0,8.0,1.3070977926254272,0.022088201716542244,33.0,0.998835027217865,0.998835027217865,0.998835027217865,0.0202330369502306,0.0002460000105202198,0.8942233920097351,180000.0,-0.03299877420067787,-0.008898574858903885,-0.02369374781847,0.010673008859157562,0.002883844543248415,0.1238832175731659,2.522893190383911,-0.7561583518981934,7.590902328491211,1348.5408935546875,99.47003173828125,70.02149963378906,169.4915771484375,117.99996185302734,1.0472416877746582,1656.0,0.31726035475730896,0.31726035475730896,0.31726035475730896,0.0
2.372821569442749,115.83999633789062,1000.0,9.0,1.3067219257354736,0.021577170118689537,14.0,0.9996552467346191,0.9996552467346191,0.9996552467346191,0.018863003700971603,0.00023999999393709004,0.8938906788825989,200000.0,-0.02095211111009121,0.012046663090586662,-0.05123749002814293,0.00999325979501009,-0.0006797490641474724,0.13826128840446472,3.536221981048584,1.0133287906646729,7.45150089263916,1474.645263671875,97.41929626464844,28.64027976989746,126.05961608886719,158.65509033203125,1.0220550298690796,1856.0,0.353508859872818,0.353508859872818,0.353508859872818,0.0
