Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Metrics/S2C_LossLast,Metrics/S2C_Updates,Metrics/LagrangeMultiplier
0.005242630839347839,52.5,1000.0,-21.8266544342041,19.0,1000.0,0.0,0.0003000000142492354,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.826000213623047,14.9302978515625,0.001191854476928711,9.894311904907227,24.825998306274414,80.56070709228516,0.0,0.0,0.0010000000474974513
0.06306029856204987,31.0,1000.0,-21.85556983947754,10.0,1000.0,1.0,0.0003000000142492354,3951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.535804748535156,14.644099235534668,0.0011980533599853516,9.049947738647461,23.695449829101562,84.40438842773438,0.0,0.0,0.0010000000474974513
0.07402996718883514,29.33333396911621,1000.0,-22.89617919921875,29.66666603088379,1000.0,2.0,0.0003000000142492354,5951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1656265258789,15.267806053161621,0.0012254714965820312,9.341276168823242,24.610504150390625,81.26611328125,0.0,0.0,0.0010000000474974513
-0.07086826860904694,36.5,1000.0,-24.177989959716797,25.75,1000.0,3.0,0.0003000000142492354,7951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7216567993164,14.547098159790039,0.0011272430419921875,8.993607521057129,23.542022705078125,84.95447540283203,0.0,0.0,0.0010000000474974513
-0.11415988206863403,52.0,1000.0,-24.94954490661621,21.0,1000.0,4.0,0.0003000000142492354,9951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.7973861694336,14.951211929321289,0.001190185546875,9.109709739685059,24.06230354309082,83.11756134033203,0.0,0.0,0.0010000000474974513
-0.10974124073982239,54.58333206176758,1000.0,-25.64682960510254,17.5,1000.0,5.0,0.0003000000142492354,11951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.31935119628906,14.15272045135498,0.0011360645294189453,8.354398727416992,22.508438110351562,88.8555679321289,0.0,0.0,0.0010000000474974513
-0.11613056808710098,46.78571319580078,1000.0,-25.499780654907227,15.428571701049805,1000.0,6.0,0.0003000000142492354,13951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.78561401367188,15.00597858428955,0.0012125968933105469,8.446003913879395,23.45339012145996,85.27552032470703,0.0,0.0,0.0010000000474974513
-0.06615728884935379,40.9375,1000.0,-25.844961166381836,13.5,1000.0,7.0,0.0003000000142492354,15951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.6666717529297,13.849010467529297,0.001142740249633789,8.018010139465332,21.86835289001465,91.45636749267578,0.0,0.0,0.0010000000474974513
-0.012612298130989075,56.88888931274414,1000.0,-25.404830932617188,17.55555534362793,1000.0,8.0,0.0003000000142492354,17951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.1815185546875,15.190533638000488,0.0011239051818847656,8.310726165771484,23.50257110595703,85.09707641601562,0.0,0.0,0.0010000000474974513
-0.0027207569219172,55.04999923706055,1000.0,-25.75054359436035,15.800000190734863,1000.0,9.0,0.0003000000142492354,19951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.90452575683594,14.464386940002441,0.001104593276977539,8.244979858398438,22.710664749145508,88.06436157226562,1.4229360818862915,0.5,0.0010000000474974513
